EXPALL2016,COUNTRY,SCHEDULE
1634173658,Gibraltar,4720
746607210,Greece,4840
4049956,Greenland,1010
86783366,Grenada,2489
145106536,Guadeloupe,2831
5835214087,Guatemala,2050
84190133,Guinea,7460
3549712,Guinea-Bissau,7642
444443653,Guyana,3120
1090783723,Haiti,2450
297004,Heard and McDonald Islands,6029
4827518554,Honduras,2150
34895198640,Hong Kong,5820
1844503835,Hungary,4370
447778485,Iceland,4000
21635671024,India,5330
6025671203,Indonesia,5600
171950515,Iran,5070
1266318023,Iraq,5050
9565394692,Ireland,4190
13197721047,Israel,5081
16724153237,Italy,4759
1649749223,Jamaica,2410
63226075952,Japan,5880
1459136651,Jordan,5110
1111379224,Kazakhstan,4634
397473456,Kenya,7790
1148626,Kiribati,6226
118494,"Korea, North",5790
42312661833,"Korea, South",5800
18355903,Kosovo,4803
3296612869,Kuwait,5130
20012459,Kyrgyzstan,4635
30878093,Laos,5530
272987619,Latvia,4490
1170433918,Lebanon,5040
2839262,Lesotho,7990
158025481,Liberia,7650
190107750,Libya,7250
24575172,Liechtenstein,4411
463689797,Lithuania,4510
1446102118,Luxembourg,4239
632047124,Macau,5660
45859529,Macedonia,4794
41971534,Madagascar,7880
46613125,Malawi,7970
11832305679,Malaysia,5570
30969447,Maldives,5683
73058346,Mali,7450
292465016,Malta,4730
283324468,Marshall Islands,6810
144639404,Martinique,2839
116252672,Mauritania,7410
86956655,Mauritius,7850
2829427,Mayotte,7881
230051175309,Mexico,2010
42970200,Micronesia,6820
14996342,Moldova,4641
69242270,Monaco,4272
55261990,Mongolia,5740
16711327,Montenegro,4804
9485273,Montserrat,2485
1932699862,Morocco,7140
149440989,Mozambique,7870
212941266,Namibia,7920
494811,Nauru,6862
40457524,Nepal,5360
39605129181,Netherlands,4210
0,Netherlands Antilles (through Apr 2011),2771
65911535,New Caledonia,6412
3574913255,New Zealand,6141
1479953636,Nicaragua,2190
66301431,Niger,7510
1894504936,Nigeria,7530
75803,Niue,6144
122379,Norfolk Island,6022
3919853259,Norway,4039
1804117841,Oman,5230
2107771530,Pakistan,5350
25694149,Palau,6830
6069290929,Panama,2250
126318312,Papua New Guinea,6040
1970327858,Paraguay,3530
7926958427,Peru,3330
8199346313,Philippines,5650
51658,Pitcairn Islands,6225
3657249292,Poland,4550
967411109,Portugal,4710
4926953179,Qatar,5180
449559483,Reunion,7904
696238959,Romania,4850
5792498456,Russia,4621
74666080,Rwanda,7690
27967248,Samoa,6150
4653976,San Marino,4751
1994248,Sao Tome and Principe,7644
17999523552,Saudi Arabia,5170
184318081,Senegal,7440
145142099,Serbia,4801
12481272,Seychelles,7800
63175925,Sierra Leone,7470
26831600841,Singapore,5590
714830406,Sint Maarten,2774
293196145,Slovakia,4359
331367134,Slovenia,4792
9898289,Solomon Islands,6223
38827482,Somalia,7700
4597488728,South Africa,7910
9739895,South Sudan,7323
10399845032,Spain,4700
367855265,Sri Lanka,5420
746138,St Helena,7580
144530266,St Kitts and Nevis,2483
438802252,St Lucia,2487
62460,St Pierre and Miquelon,1610
93595862,St Vincent and the Grenadines,2488
55522616,Sudan,7321
0,Sudan (through Jul 2011),7320
303515870,Suriname,3150
97888,"Svalbard, Jan Mayen Island",4031
3814097316,Sweden,4010
22797586099,Switzerland,4419
3490887,Syria,5020
26034342726,Taiwan,5830
21323840,Tajikistan,4642
157566013,Tanzania,7830
10467438561,Thailand,5490
1617009,Timor-Leste,5601
229466464,Togo,7520
2474242,Tokelau,6143
15215855,Tonga,6864
2341485943,Trinidad and Tobago,2740
526961584,Tunisia,7230
9354500429,Turkey,4890
106203204,Turkmenistan,4643
296603738,Turks and Caicos Islands,2430
1139541,Tuvalu,6227
69059910,Uganda,7780
1076697582,Ukraine,4623
22387993944,United Arab Emirates,5200
55169322571,United Kingdom,4120
1114386761,Uruguay,3550
317880066,Uzbekistan,4644
7813525,Vanuatu,6224
825344,Vatican City,4752
5210558030,Venezuela,3070
10098688572,Vietnam,5520
225156,Wallis and Futuna,6413
1169369,West Bank Administered by Israel,5083
93983,Western Sahara,7370
170867053,Yemen,5210
81624741,Zambia,7940
30061773,Zimbabwe,7960
1771484,Unidentified Countries,XXXX
